WKT,ID,NATURE,TOPONYME
"MULTIPOINT ((5.7785863994537 45.1836262499188))",CONSPONC0000002002706250,Antenne,
"MULTIPOINT ((5.95992776545085 45.3602808741681))",CONSPONC0000000007522551,Antenne,
"MULTIPOINT ((5.69057450734208 45.0998148842147))",CONSPONC0000000007523042,Antenne,
"MULTIPOINT ((5.66503741848477 45.2369232799782))",CONSPONC0000000105372879,Antenne,
"MULTIPOINT ((5.94886810916882 45.3146072192876))",CONSPONC0000000104364831,Antenne,
"MULTIPOINT ((6.13200474490592 45.0123535117265))",CONSPONC0000000330764997,Antenne,
"MULTIPOINT ((5.87826429013632 45.2282702477143))",CONSPONC0000000339587612,Antenne,
"MULTIPOINT ((5.93447053818221 45.2907923519934))",CONSPONC0000002002706335,Antenne,
"MULTIPOINT ((5.69205596238654 45.2124147783892))",CONSPONC0000002002706373,Antenne,
"MULTIPOINT ((5.77501531600917 45.185162960217))",CONSPONC0000002002707469,Antenne,
"MULTIPOINT ((5.87557214599186 45.29387319597))",CONSPONC0000000007522734,Antenne,
"MULTIPOINT ((6.04594329751676 44.8589658249138))",CONSPONC0000002002706556,Antenne,
"MULTIPOINT ((5.68010361744614 45.1146062107695))",CONSPONC0000000330766563,Antenne,
"MULTIPOINT ((6.01474405475354 45.0392600405566))",CONSPONC0000002002706355,Antenne,
"MULTIPOINT ((6.02877176534085 45.1326135954468))",CONSPONC0000000007522985,Antenne,
"MULTIPOINT ((5.69175074122778 45.1660903537823))",CONSPONC0000002002706305,Antenne,
"MULTIPOINT ((5.85973963191834 44.8187878596279))",CONSPONC0000000339547124,Antenne,
"MULTIPOINT ((5.68876498302587 45.1857036663748))",CONSPONC0000002002706282,Antenne,
"MULTIPOINT ((5.32232241820894 45.1343791841355))",CONSPONC0000000357416537,Antenne,
"MULTIPOINT ((5.65908464755538 45.2471592385518))",CONSPONC0000002002707292,Antenne,
"MULTIPOINT ((5.25341561459041 45.1061636982246))",CONSPONC0000000339590970,Antenne,
"MULTIPOINT ((5.77375391598304 45.2017488127951))",CONSPONC0000000339595481,Antenne,
"MULTIPOINT ((6.10469476825629 45.3924045248124))",CONSPONC0000000007522468,Antenne,
"MULTIPOINT ((5.87091202763598 45.2283171052872))",CONSPONC0000002002706289,Antenne,
"MULTIPOINT ((5.78348796972934 45.3447211656164))",CONSPONC0000000339596602,Antenne,
"MULTIPOINT ((6.08266981494907 45.1604373664364))",CONSPONC0000000087805257,Antenne,
"MULTIPOINT ((5.5151013939096 45.1429497781674))",CONSPONC0000000330764969,Antenne,
"MULTIPOINT ((5.76946756359958 45.0697312125628))",CONSPONC0000000357416494,Antenne,
"MULTIPOINT ((5.9728425367989 45.245337916035))",CONSPONC0000000070197084,Antenne,
"MULTIPOINT ((5.64404787103008 45.1823690930451))",CONSPONC0000000007522947,Antenne,
"MULTIPOINT ((5.75341636653432 45.3984967550145))",CONSPONC0000000290089438,Antenne,
"MULTIPOINT ((5.68153350567343 45.2084524476317))",CONSPONC0000000007522901,Antenne,
"MULTIPOINT ((5.99262131766444 45.3846982847934))",CONSPONC0000000339547127,Antenne,
"MULTIPOINT ((5.68037195673686 45.0583061292114))",CONSPONC0000000007523066,Antenne,
"MULTIPOINT ((5.7894741961749 45.0376032296508))",CONSPONC0000000007523072,Antenne,
"MULTIPOINT ((5.67575551295586 45.1451609323392))",CONSPONC0000002005598417,Antenne,
"MULTIPOINT ((5.62233030333092 45.2838965148089))",CONSPONC0000000339587375,Antenne,
"MULTIPOINT ((5.71120800108101 45.1377576677581))",CONSPONC0000002002706390,Antenne,
"MULTIPOINT ((5.90211861648764 45.1263788719152))",CONSPONC0000002005829752,Antenne,
"MULTIPOINT ((5.88614240835228 44.9819352054606))",CONSPONC0000000336591745,Antenne,
"MULTIPOINT ((5.63545010936825 44.9143251100879))",CONSPONC0000000290069930,Antenne,
"MULTIPOINT ((5.78490700045959 45.1849589307966))",CONSPONC0000000339547098,Antenne,
"MULTIPOINT ((5.90217559960004 45.1264467666278))",CONSPONC0000000007523004,Antenne,
"MULTIPOINT ((6.02151324658247 45.3698210974796))",CONSPONC0000000007522521,Antenne,
"MULTIPOINT ((5.81825949173813 45.1983402843406))",CONSPONC0000002002706247,Antenne,
"MULTIPOINT ((5.65087730930659 45.278997935836))",CONSPONC0000000069855019,Antenne,
"MULTIPOINT ((5.62931455757203 45.2600586916828))",CONSPONC0000000339587609,Antenne,
"MULTIPOINT ((5.64738835750391 45.0291881860301))",CONSPONC0000000007523078,Antenne,
"MULTIPOINT ((5.81288013751446 44.8446602137392))",CONSPONC0000000053372770,Antenne,
"MULTIPOINT ((5.75390330021596 45.0527974883589))",CONSPONC0000000007523065,Antenne,
"MULTIPOINT ((5.62165430037449 44.8317745476157))",CONSPONC0000000007523197,Antenne,
"MULTIPOINT ((6.0250328245207 45.0526335829245))",CONSPONC0000002002707081,Antenne,
"MULTIPOINT ((6.10364801163233 45.1183148294051))",CONSPONC0000002002665367,Antenne,
"MULTIPOINT ((5.68316103961818 45.2112612271796))",CONSPONC0000000007522902,Antenne,
"MULTIPOINT ((5.71143651966013 45.1557105435639))",CONSPONC0000000358990838,Antenne,
"MULTIPOINT ((5.97672482325312 45.0504314390036))",CONSPONC0000002002706392,Antenne,
"MULTIPOINT ((6.10875096203311 44.992966698305))",CONSPONC0000000330764998,Antenne,
"MULTIPOINT ((5.76567342799394 45.2938142216345))",CONSPONC0000000007522736,Antenne,
"MULTIPOINT ((5.69039443711002 45.0819323810007))",CONSPONC0000000356453831,Antenne,
"MULTIPOINT ((5.64093456322261 44.9032026348633))",CONSPONC0000000332674098,Antenne,
"MULTIPOINT ((5.38096897220778 45.1000287056047))",CONSPONC0000002002706279,Antenne,
"MULTIPOINT ((5.7840060720864 45.2069229407828))",CONSPONC0000002002706230,Antenne,
"MULTIPOINT ((5.68642637099528 45.0570917668268))",CONSPONC0000000058492895,Antenne,
