WKT,ID
"MULTILINESTRING ((5.30854921346561 45.1460682618105,5.30883339239336 45.1458912295266,5.30991427333658 45.145218479246,5.31134913460631 45.1421188517229,5.31236775296747 45.1396367713374,5.31364140070896 45.1365539668748,5.31446380108366 45.1344398571873,5.31710860001667 45.1338012250823,5.32094505598509 45.1328386718235,5.32357504494892 45.1321839774392,5.32749261527906 45.1312186038614,5.33005174999701 45.131920031993,5.33292413249318 45.1327157399883,5.33583130407217 45.1335196552473,5.33850169588953 45.1342591000905,5.34183803800933 45.1351871815293,5.3449577310757 45.1360449544006,5.34752538922991 45.1367566221684,5.34889040076061 45.1376503070298,5.35035337658437 45.1388445827307,5.35225103217257 45.1401134496126,5.35402707593327 45.1412731529334,5.35632660755261 45.1428316403223,5.35696420923657 45.1440964174013,5.35709718014582 45.1461015121927,5.35723129905901 45.1480732537374,5.35736187660447 45.1499910224275,5.35798424012169 45.1517668800146,5.3587597530724 45.1539727883646,5.35962224980594 45.1556444737903,5.36062261633935 45.1575645642487,5.36164555350508 45.1597156795638,5.36297328774714 45.1614549670253,5.36436500139203 45.1630793826703,5.36682857110673 45.1642738839817,5.36892930286853 45.1654075748087,5.37063190731052 45.1663397961526,5.3724359852687 45.1673211823281,5.37458818686353 45.1679528218909,5.37640331581584 45.1692807279147,5.3783276240957 45.1706882547185,5.38059736425963 45.1723694396262,5.38219612905054 45.1736640393682,5.38471432143588 45.1758488096915,5.38522736188316 45.1770359445469,5.38553559219875 45.1798381331826,5.38511065831371 45.1827712980631,5.38613763113459 45.1841195074721,5.38753866942563 45.1859029162822,5.38921654495855 45.1879317167292,5.39050651211531 45.1894967676857,5.39184422359258 45.1911337502195,5.39306197727801 45.1925859174346))",LIGNELEC0000000269643952
"MULTILINESTRING ((5.34443201976926 45.0577292093811,5.34336986194964 45.0584956113482))",LIGNELEC0000000211719383
"MULTILINESTRING ((5.3335418249517 45.064439045788,5.33185877594617 45.06599031031))",LIGNELEC0000000211719384
"MULTILINESTRING ((5.34445471190789 45.0578764605663,5.34336986194964 45.0584956113482))",LIGNELEC0000000211719385
"MULTILINESTRING ((5.4876150024933 45.0806905938644,5.48567231289395 45.0821248495691,5.48220192644496 45.0847236675286))",LIGNELEC0000000316161600
"MULTILINESTRING ((5.66322432134621 45.2331086969297,5.66462013871709 45.2336610218004,5.66526980497707 45.2339680599579))",LIGNELEC0000000024796659
"MULTILINESTRING ((5.60168835051123 45.2630286590639,5.60306964462013 45.2617379120554,5.60443180569692 45.2598205516606,5.60539346408061 45.2584791897783,5.60640540703224 45.2570411485714,5.60755625046947 45.2554376907853,5.60887356117867 45.2536042028084,5.61006067367104 45.2519611306947))",LIGNELEC0000000024796918
"MULTILINESTRING ((5.69998112914015 45.1034190262386,5.70550938593306 45.1054598071571,5.70864734282396 45.1064728167621))",LIGNELEC0000000024796661
"MULTILINESTRING ((5.72545902506159 45.0927354665599,5.72549071034391 45.0942464581011,5.72537130186247 45.0957890745078))",LIGNELEC0000000024796756
"MULTILINESTRING ((5.92265614951414 45.2700856474401,5.92223666823552 45.2697515130088,5.92103601640366 45.268901670277,5.91943366799643 45.2681533145079,5.91817609679429 45.2671409394233))",LIGNELEC0000000024796803
"MULTILINESTRING ((5.7141351110065 45.1053347810248,5.7106391859425 45.1056504946889))",LIGNELEC0000000024796804
"MULTILINESTRING ((5.77729433572281 45.0563392606414,5.77632219891765 45.0543210592911))",LIGNELEC0000000024796748
"MULTILINESTRING ((6.00110699990395 45.3793655850516,6.00319677945587 45.3829509197363,6.00434448885363 45.3849998852844))",LIGNELEC0000000024796811
"MULTILINESTRING ((5.9180162397927 45.2652087624045,5.91712914250723 45.2653247272422))",LIGNELEC0000000024796854
"MULTILINESTRING ((6.08008291311496 45.0296833516623,6.07848237600662 45.0297853026228,6.07663525291742 45.0300247017461))",LIGNELEC0000000007469170
"MULTILINESTRING ((5.73879137979101 45.0946086714576,5.73598445629956 45.0952902606899,5.72922433114525 45.096913742768,5.72864762282463 45.0983891829045,5.72725132122804 45.1019955724139,5.72665391947474 45.1035183566029,5.72532676893648 45.1043733712192,5.72326255353163 45.105715767946,5.72096810533031 45.1071916778985,5.71852730520128 45.1087738142457,5.71764456692502 45.1093539191624,5.71402387358896 45.1096727755185,5.70991958340236 45.1081266321776,5.70977382406141 45.1080067483223))",LIGNELEC0000000024796743
"MULTILINESTRING ((5.68533110606944 44.9642319874271,5.68189207651246 44.9657672225002))",LIGNELEC0000000269643670
"MULTILINESTRING ((5.66322432134621 45.2331086969297,5.66164532579514 45.2346220657589,5.6601740350161 45.2362833027443))",LIGNELEC0000000024796707
"MULTILINESTRING ((5.70094865706359 45.1479024792708,5.70083715006266 45.1473078589104,5.69935135721263 45.1475177064361,5.69644527602597 45.1476861991041,5.69705143010362 45.1494292672331))",LIGNELEC0000000024796678
"MULTILINESTRING ((6.00092204270444 45.3767195014442,6.00048133928501 45.3784334901659,6.0000711955036 45.3793870300029,5.99959220157681 45.3795620587674))",LIGNELEC0000000024796650
"MULTILINESTRING ((5.73322328590452 45.0867621873303,5.7360638816868 45.0850095206591,5.73633082578343 45.0849290882423))",LIGNELEC0000000024796656
"MULTILINESTRING ((5.70040243463018 45.1025547415741,5.70673270661874 45.1046345856376,5.70782952869029 45.1050854362014))",LIGNELEC0000000024796942
"MULTILINESTRING ((5.76963912001369 45.0521675566093,5.76748415948466 45.0501769022624,5.76300726409721 45.0463563899486,5.76309899315299 45.0445594464962))",LIGNELEC0000000024796711
"MULTILINESTRING ((5.6991120521897 45.0648175900027,5.69919167272107 45.062489494407,5.70127184896869 45.0608147081427,5.70546471470175 45.0574353930102,5.7104465284869 45.0534556180345,5.71117433740841 45.0528162666468,5.71194788170393 45.0528848193968))",LIGNELEC0000000024796717
"MULTILINESTRING ((5.99966377134748 45.379679988223,6.00110699990395 45.3793655850516))",LIGNELEC0000000024796739
"MULTILINESTRING ((6.02562846633941 45.442923855615,6.02588494432302 45.4440604569566,6.02617353267464 45.4452223240521,6.02648304227424 45.4462980196175))",LIGNELEC0000000121830803
"MULTILINESTRING ((6.10017516186647 45.4307672997837,6.10181970400622 45.4314994980969))",LIGNELEC0000000220882513
"MULTILINESTRING ((5.70166508585401 45.196274679739,5.70252872613652 45.1968736271001))",LIGNELEC0000000024796820
"MULTILINESTRING ((5.64006004576772 45.2284727862531,5.63782365817076 45.2304382902533,5.63660260931703 45.2310401072844,5.63257335484878 45.2331423998057,5.63085843527182 45.2340350759719,5.62531876914479 45.2369177211793,5.62383520384118 45.2376643038697,5.61962740230222 45.2398676026435))",LIGNELEC0000000024796663
"MULTILINESTRING ((6.12001482355256 45.0272032232656,6.11701309568466 45.0279253031309,6.11616353971702 45.0289844385594,6.11315542283303 45.0310104557394,6.1116421403118 45.0328188948714,6.11011650280734 45.0346582936035,6.10860320404858 45.0364928195421,6.10199157313384 45.0354725286087,6.09858594348007 45.0347645276777,6.09613021942449 45.0342498682993,6.0856650248536 45.0307893254713,6.08008291311496 45.0296833516623))",LIGNELEC0000000024796652
"MULTILINESTRING ((5.62700584579038 45.2931708968224,5.62771772200631 45.2932712936393))",LIGNELEC0000000024796651
"MULTILINESTRING ((5.70040243463018 45.1025547415741,5.70731134962164 45.1042628629266,5.70827387051339 45.1045412899376))",LIGNELEC0000000024796684
"MULTILINESTRING ((5.73879137979101 45.0946086714576,5.73750356889462 45.0935835142026,5.73578926007266 45.092730984124,5.73493555794599 45.093115918887))",LIGNELEC0000000024796685
"MULTILINESTRING ((5.61182657494289 45.304551126809,5.61495971849705 45.302759844581,5.61792486503755 45.3010651989668,5.62109342997033 45.2991395696189,5.62378382532905 45.2972025417628,5.62615871671996 45.2947232841691,5.62710668766115 45.293333399108))",LIGNELEC0000000024796686
"MULTILINESTRING ((5.73493555794599 45.093115918887,5.73485283181124 45.0930368648906))",LIGNELEC0000000024796687
"MULTILINESTRING ((5.9168775633107 45.2665152686544,5.91726510244055 45.2662402463872))",LIGNELEC0000000024796980
"MULTILINESTRING ((5.77524702566816 44.9409162377131,5.77884616371469 44.9402082719841,5.78213274723817 44.9395683743057,5.78560029971881 44.9388959131455,5.78618518356735 44.9357082137258,5.78514588467659 44.9329152951527,5.7849379851321 44.9312321871348,5.78564771689469 44.9277503714145,5.78598073677707 44.9246771053026,5.78619050190481 44.9220078384551,5.78640908735629 44.9197716914453,5.78640614838737 44.9168798311101))",LIGNELEC0000000024796677
"MULTILINESTRING ((5.70592703118602 45.1052046159627,5.70169139106666 45.1005342590175,5.69977212839225 45.0983014287405,5.69953744556614 45.0957331733731))",LIGNELEC0000000024796694
"MULTILINESTRING ((5.61962740230222 45.2398676026435,5.61816952649115 45.2406756682823,5.61101483176547 45.2507649398683,5.61006067367104 45.2519611306947))",LIGNELEC0000000024796774
"MULTILINESTRING ((5.70030893994669 45.1809932438963,5.70035040550854 45.1825878101224,5.70232037501679 45.1849393436897,5.70230477577428 45.1871434311328,5.70228957453334 45.1894610290631,5.70242579765401 45.1927218562258,5.70175334859457 45.1960184769011))",LIGNELEC0000000024796779
"MULTILINESTRING ((6.06883022456002 45.0029038531709,6.0694587208738 45.0028540754359))",LIGNELEC0000000024796777
"MULTILINESTRING ((5.77074542518029 45.1815579413911,5.77162789582263 45.1830640762661,5.77239796197034 45.1844351493356,5.77334902404136 45.186089131468,5.7743309313357 45.187772973927,5.77527663959472 45.1894450962593,5.77628986496507 45.1912182444763,5.77784883012026 45.1934327991786,5.77896284778784 45.1958962713877,5.78036781938784 45.1984425881893,5.78181676160918 45.2010247364655,5.78293542516422 45.2030637041062))",LIGNELEC0000000024796842
"MULTILINESTRING ((5.93608533237449 45.1068311201034,5.93682773611437 45.1073999280305,5.93757906803991 45.1080414790912,5.93834786833204 45.108651930305,5.9391665856746 45.1093160229379))",LIGNELEC0000000024796893
"MULTILINESTRING ((5.65692716532396 45.2088415420139,5.65653784042365 45.2099265168517,5.65682061003838 45.2124387943338,5.6593260195509 45.2141675104777,5.66127147214076 45.2154842790151,5.66346820421606 45.2156544396747,5.66677705418657 45.2162367623042,5.67047775067562 45.2167483556534))",LIGNELEC0000000024796885
"MULTILINESTRING ((5.60701306135593 45.3047327914546,5.61054604219198 45.3035972035342,5.6135160542626 45.302002568534,5.6168915953963 45.3003208834365,5.61987692848593 45.2987608501847,5.62264831748589 45.296537257731,5.6249393430396 45.2947429022083,5.62700584579038 45.2931708968224))",LIGNELEC0000000024796900
"MULTILINESTRING ((5.61962740230222 45.2398676026435,5.6178919565569 45.2405218081855,5.61067967846591 45.2506349293088,5.61006067367104 45.2519611306947))",LIGNELEC0000000024796916
"MULTILINESTRING ((5.61962740230222 45.2398676026435,5.61802501231838 45.2405853587257,5.61084379096054 45.2507076734793,5.61006067367104 45.2519611306947))",LIGNELEC0000000024796917
"MULTILINESTRING ((5.61962740230222 45.2398676026435,5.61831110700063 45.2407849657904,5.61117929190993 45.250817855164,5.61006067367104 45.2519611306947))",LIGNELEC0000000024796919
"MULTILINESTRING ((5.59199324715038 45.2823515805485,5.59315968546655 45.2781289479717,5.601405618741 45.2637496696872,5.60168835051123 45.2630286590639))",LIGNELEC0000000024796921
"MULTILINESTRING ((5.59199324715038 45.2823515805485,5.59292298374002 45.2780605623795,5.60122809366305 45.2636087530519,5.60168835051123 45.2630286590639))",LIGNELEC0000000024796922
"MULTILINESTRING ((5.59199324715038 45.2823515805485,5.59340942784498 45.2782033370234,5.60152759445403 45.2647504563799,5.60168835051123 45.2630286590639))",LIGNELEC0000000024796923
"MULTILINESTRING ((5.68142028201245 44.9652425749738,5.68493142790626 44.9639416448784))",LIGNELEC0000000024796944
"MULTILINESTRING ((5.68189207651246 44.9657672225002,5.67504424844828 44.9642457352824,5.67067400853566 44.9632886589114,5.66535383468618 44.9620983426464,5.6628578696183 44.9600951440266,5.66141757807542 44.958970205342,5.66182728386678 44.9553343729714))",LIGNELEC0000000024796953
"MULTILINESTRING ((5.66284774796754 44.9514704051518,5.66271202553277 44.9522186794495,5.66372348377731 44.9552952588677))",LIGNELEC0000000024796954
"MULTILINESTRING ((6.03635438794358 45.2028438127197,6.03644470642356 45.203121594031,6.03494508829476 45.2086860302437,6.03465825154508 45.2090137126262))",LIGNELEC0000000024796964
"MULTILINESTRING ((5.74282408213783 45.0936355728147,5.74207583658386 45.093835977533,5.73879137979101 45.0946086714576))",LIGNELEC0000000024796972
"MULTILINESTRING ((5.73493555794599 45.093115918887,5.73476617939932 45.0932155752183))",LIGNELEC0000000024796974
"MULTILINESTRING ((5.77592304520283 45.0547301287737,5.77713390849179 45.0563594785957,5.777682137906 45.0571863876583))",LIGNELEC0000000024796968
"MULTILINESTRING ((6.02786711769269 45.1187175895232,6.02962960259431 45.1198176602084,6.03188770878635 45.1213953083641,6.0344601070795 45.1225237378366,6.03551059312264 45.1233520557699,6.03700648291474 45.1245998447438,6.03917896537433 45.1263274662077))",LIGNELEC0000000024796962
"MULTILINESTRING ((5.72545902506159 45.0927354665599,5.72995193402545 45.0891776090526,5.73322328590452 45.0867621873303))",LIGNELEC0000000024796976
"MULTILINESTRING ((5.78813337127978 45.2061388118127,5.78842871954546 45.2057494196391,5.79090736483066 45.2061767241568,5.79339531909006 45.2066109496441,5.79717144522001 45.2069092436032,5.80075025874976 45.2077700718885,5.80364351506658 45.208251569139,5.80627583078915 45.2086629670459,5.80844018606033 45.2090446294609,5.80999012776234 45.2105382218005,5.81121363174421 45.211901261029,5.81276826939509 45.2134343451176))",LIGNELEC0000000024796978
"MULTILINESTRING ((5.6722543222385 45.0998637660176,5.67503586251815 45.1037097136309,5.67615269337218 45.1060460079617,5.67768114291695 45.1092444962083,5.68277018327544 45.1082374254017,5.69072157367482 45.1066232059536,5.69998112914015 45.1034190262386))",LIGNELEC0000000024796985
"MULTILINESTRING ((5.67210229353432 45.0990250565305,5.67400052876101 45.0999903535738,5.67569734255241 45.1031776104428,5.6771965771128 45.105901117407,5.67861257521743 45.1085040849088,5.68331299120359 45.1075657867747,5.69062676213965 45.1061335908585,5.70040243463018 45.1025547415741))",LIGNELEC0000000024796986
"MULTILINESTRING ((5.71205476291382 45.0529921284433,5.711331977396 45.0530268470563,5.71061030233034 45.0536354189494,5.70573843264071 45.0575494659201,5.70151168453134 45.0609377217865,5.69949295607053 45.0625686802222,5.6991120521897 45.0648175900027))",LIGNELEC0000000024797007
"MULTILINESTRING ((5.82674844669568 45.2024486419522,5.82789095337773 45.2018818132461))",LIGNELEC0000000024796979
"MULTILINESTRING ((5.77592304520283 45.0547301287737,5.76967802612827 45.051798103828,5.77350999481155 45.0496422672878,5.7819378235746 45.0480085256678,5.7851385032537 45.0473546063863,5.7916170178017 45.047444626946))",LIGNELEC0000000024796967
"MULTILINESTRING ((5.70858799787778 45.1059832521855,5.70592703118602 45.1052046159627))",LIGNELEC0000000024796988
"MULTILINESTRING ((5.92248451654328 45.2646468958565,5.9191654312181 45.2645912701304,5.91691410477939 45.2651411197799))",LIGNELEC0000000024796776
"MULTILINESTRING ((5.91827926862669 45.2670886880697,5.92212736988477 45.2668151473595,5.92356584971425 45.2667018418336,5.92633689265983 45.2682250858726,5.92851351757078 45.2694097275276,5.93116248377728 45.270863072825,5.93449166079748 45.2727021770708,5.93737838875362 45.2742779935174,5.93904711825072 45.2761074302694,5.94147045612276 45.2787874160515,5.94266683821178 45.2801021142473,5.9459816460254 45.2837758449392,5.94778457091402 45.2857665282318,5.95053522051357 45.2880547624637,5.9529285986449 45.2900045602232,5.95648046318032 45.2929491030301,5.95894802608827 45.2949175481192,5.96190045114341 45.2972614647154,5.96361411069414 45.2996669800166,5.96568579388132 45.3025829003036,5.96890019112348 45.3068579212157,5.97071191743268 45.3092472288183,5.97201947695466 45.3110164511881,5.97243654236966 45.3147151093782,5.97247629259861 45.317254195157,5.97257202057123 45.3221337017331,5.97265985995289 45.3264105994628,5.9720867627574 45.3292426034004))",LIGNELEC0000000024796750
"MULTILINESTRING ((6.02991835693155 45.4325775611211,6.02983571308274 45.4327519091869,6.02976284621673 45.4329647411611,6.02954486226046 45.4346944785575,6.02948056146472 45.4352053501497,6.02772437195815 45.43745784058,6.02681915909436 45.4386041806047,6.02598956855915 45.4397295478508,6.02513566792043 45.44080870593,6.02538965710691 45.4417354134757,6.02562846633941 45.442923855615))",LIGNELEC0000000024796872
"MULTILINESTRING ((5.90179768889471 45.2378096768719,5.91381028058123 45.2457973846477,5.91512113653571 45.2473517282472,5.9227887326951 45.256360109306,5.92440167913674 45.2589210397352,5.9260439865166 45.2615280379702,5.92336290682538 45.2639517411003,5.91884544033414 45.264328412217,5.91674621127427 45.2649806098915))",LIGNELEC0000000024796951
"MULTILINESTRING ((6.02093378532729 45.4279405005676,6.02301118244873 45.4293587208905,6.02569579261276 45.4308326066007,6.02774857906181 45.4316773963971,6.02921145684378 45.4324290577089,6.02991835693155 45.4325775611211))",LIGNELEC0000000269643431
"MULTILINESTRING ((5.77769575080045 45.0579725739808,5.77847207178589 45.0603713485428,5.77866951985518 45.060968254963,5.77902980835546 45.0620025622434,5.77947129913455 45.0631357486459,5.78043707660624 45.0655577177097,5.78137080090506 45.0680237280313,5.78234109882555 45.0705843213868,5.7827293882567 45.0728432170997,5.78267222058836 45.0756808418647,5.78155457910468 45.0771646930936,5.78052403041024 45.0783553509594,5.78049089410146 45.0787886349929))",LIGNELEC0000000024796679
"MULTILINESTRING ((5.77566928444919 45.0547905109946,5.76989973860602 45.0526052381742,5.76437665979398 45.055836315968,5.76076605382455 45.057805246255,5.75721586977958 45.0597671527035,5.7535103007565 45.0618571120483,5.75225548923445 45.0656270184975,5.75145889191481 45.0681702268416,5.75076132746656 45.0717461620607,5.74986707121019 45.0765990757098,5.74920474844357 45.0801200775616,5.74810714864324 45.0859645282389,5.74767342231193 45.0883185724272,5.74685577166648 45.0926704585169,5.74282408213783 45.0936355728147))",LIGNELEC0000000024796970
"MULTILINESTRING ((5.85754183596673 44.8339096455043,5.85723750737322 44.8346472294522,5.85015163831439 44.8371809158384,5.84742143859672 44.8380492417088,5.84447132176439 44.838977192587,5.83969727942821 44.8404724943489,5.83800647360898 44.8419689348532,5.83576208879736 44.8439146402387,5.83148222430141 44.8478140892196,5.8271753953927 44.8517933302262,5.82166722969829 44.8569065637331,5.82019840788502 44.8582267993351,5.817104672921 44.8610675695502,5.8155865146143 44.8624943992448,5.81165049518423 44.8661059308709,5.80898407218152 44.8708951129779,5.8056269706445 44.8776926971394,5.80494456981782 44.8791234702791,5.80292413509996 44.8799474827742,5.80213977519397 44.8886007132432,5.80156796678391 44.8910070648059,5.80084903250421 44.8940216378133,5.80018486245797 44.8967636510964,5.79915570942876 44.9010581274123,5.79820552161261 44.9050073577603,5.79725548498551 44.9090385609411,5.79660253255063 44.9116820742092,5.79572140332497 44.9154214366631,5.79519415993922 44.9175626711051,5.79544695848068 44.9202176211594,5.79573846193101 44.9232923286043,5.79588643440307 44.925013865597,5.79611311690401 44.9274235276748,5.79635857853057 44.929980469987,5.7965820646209 44.9324523797752,5.79682325004103 44.9347193365078,5.79700582188827 44.9369805626656,5.79721733775855 44.9393131358033,5.79757996182493 44.9430464489852,5.79777776260433 44.9451541401843,5.79800561269686 44.9476601867207,5.79826683896941 44.9504023388123,5.79851700059946 44.9531510782093,5.79879248656496 44.9560253123516,5.79903213844719 44.958943695829,5.79934778707559 44.9619349455973,5.79955104303167 44.9640983690589,5.79973678606923 44.9662919656672,5.80009104557165 44.969800286047,5.80033336757714 44.9726933881619,5.8006320000861 44.9756967905339,5.80082959782648 44.9780243355368,5.80106809032579 44.9806616752015,5.80130469409361 44.9831846454473,5.80151564759654 44.9855496985656,5.80177073685442 44.9877307510022,5.80195248096047 44.9899172561185,5.80219363572692 44.992326600006,5.80241906876281 44.9948273366103,5.80263927524517 44.9971471174904,5.80285495852726 44.9993507923493,5.8030781853451 45.0020092545493,5.80327384056497 45.0040404559764,5.80347709250973 45.006172372863,5.80375514334462 45.0093411954204,5.80402892300267 45.0119929856788,5.80421877409878 45.0141351554465,5.80167107610605 45.0159931121954,5.79932217505427 45.0183244086751,5.79744375683832 45.0202113731018,5.79599145254966 45.0216794711346,5.79487073328222 45.0227932597048,5.79339099812634 45.0242998499792,5.79057635336449 45.0258651235674,5.78815955114656 45.0272077347994,5.78361944469051 45.0297467080824,5.77973348105609 45.0319060749536,5.77801911045492 45.0328453094791,5.77586963336508 45.0340305127835,5.77328176629446 45.0354734525214,5.77255322763186 45.0362078465694,5.77143776354337 45.0373401735704,5.76937278243939 45.0394429995093,5.76793389490542 45.0408986624268,5.76612202527055 45.0427284528864,5.76449347375122 45.0443869867117,5.76258850927289 45.0462920031559,5.76049426527558 45.0484332184392,5.75685156074206 45.0521425299978,5.75616773663782 45.0536126683044,5.75492703754567 45.0570164760823,5.75347830653493 45.061026337987,5.75203741497851 45.065018868602,5.75100183091383 45.0678211413962,5.75036029814565 45.0713218123903,5.74937880562309 45.0766768958711,5.74880070096696 45.0798940013803,5.74771264245463 45.0858039801731,5.74701864116966 45.0871319613914,5.7452819306489 45.090484820333,5.74402728060482 45.0929347498461,5.74182326046354 45.0932764020967,5.73735621573192 45.0939511130963,5.72772727057332 45.0954034908936,5.72537130186247 45.0957890745078))",LIGNELEC0000000024796973
"MULTILINESTRING ((5.78057070050664 45.0787569116697,5.78057414651446 45.0784937476501,5.78173675528741 45.0771970832093,5.78285265860459 45.0757294906003,5.78317731986145 45.0722373980306,5.7827454344658 45.070610258769,5.7819545882567 45.0676703912168,5.78152942510943 45.0657935200125,5.78090823972092 45.0640134402677,5.78001175143134 45.0613996468371,5.77931175160394 45.0602828253286,5.77782374672762 45.0579135226605))",LIGNELEC0000000120559361
"MULTILINESTRING ((5.70980999245826 45.1212441657748,5.70985570302374 45.1220818240152,5.71385289950324 45.1219782909446,5.71485878922488 45.120915923564,5.71592928984883 45.1181465015775,5.71434244555153 45.1149489927012,5.71334644314055 45.1129893846642,5.71135911883618 45.110945775818,5.70953755727642 45.1085917903489,5.70939425182016 45.1084700444622))",LIGNELEC0000000024796867
"MULTILINESTRING ((5.67047775067562 45.2167483556534,5.67221175056917 45.2154527719217,5.67491824071368 45.2134662738682,5.67714714958401 45.211890273387,5.67962290907233 45.2102551471012,5.68192598775373 45.2085835683311,5.68428017784335 45.2069440454947,5.68694169941918 45.2052583343985,5.68892574286036 45.2040096147028,5.69035758298084 45.2029660662621,5.69169539348167 45.2020085531151,5.6929546171677 45.2010871544656,5.69429932349628 45.2001159278717,5.69562238838486 45.1991461076464,5.69697774937856 45.1981863019885,5.69825338940078 45.1972653445449,5.69930533946342 45.1963308607354,5.70175334859457 45.1960184769011))",LIGNELEC0000000024796680
"MULTILINESTRING ((6.07514878920648 45.029982884747,6.07663525291742 45.0300247017461))",LIGNELEC0000000024796757
"MULTILINESTRING ((6.03465825154508 45.2090137126262,6.03426021957288 45.2098751561557,6.03383544518421 45.2107138964812,6.03337745896684 45.2116923046193,6.03299172616754 45.2125462002509,6.03215790236525 45.2141862967137,6.03161847588661 45.2152858516746,6.03119166128167 45.2161354491611,6.03125785539957 45.2168139727054,6.03078925000937 45.2171763139222,6.03016854504342 45.2176725368925,6.02964064363839 45.2179058244667,6.02854414098551 45.218350968474,6.02755899533475 45.2185930413038,6.02676283273662 45.2189110807747,6.02548787764745 45.2195223245494,6.02442593962679 45.220159322144,6.02321509993103 45.2211076098414,6.0218415782612 45.2221368776963,6.01982322999642 45.2223257346932,6.01797465331269 45.222471220582,6.0147362633919 45.2227343982066,6.00904948469685 45.2233941722812,6.00727703528688 45.2239357046485,5.99960642350747 45.2234643818488,5.9960976278813 45.2255319183105,5.99464689936693 45.2263691769288,5.99285534753266 45.2278895510025,5.9917202359119 45.2291688473694,5.99026666762309 45.2317397832614,5.98949197372504 45.2327985544197,5.98755208561468 45.2353175886263,5.98634216267935 45.2369196071118,5.98510390895431 45.2383034080289,5.98356654643782 45.2400096563598,5.98168151424382 45.2414413242993,5.98070256035657 45.2422874212113,5.97958667782738 45.2435075003778,5.97815676481151 45.2450819493072,5.97661264128293 45.2457610557627,5.97497220059467 45.2465003730238,5.97223853702018 45.2476940563601,5.96966879737484 45.2488301503915,5.96756821994879 45.2497473792798,5.96507640820025 45.2508650743257,5.96287219441523 45.2518273113547,5.96095879746237 45.2526700653988,5.95882562212407 45.2536033049368,5.95618905835374 45.254764272996,5.95352956179936 45.2559519131304,5.95240995049305 45.2560337610146,5.94977697269752 45.2562303439709,5.94714678308053 45.2564799533159,5.94445202360768 45.2567393110525,5.94067641930191 45.2570666972841,5.93886684076259 45.2572503608393,5.93610341237012 45.2577816372765,5.93416516100956 45.2581875601625,5.93265136905287 45.2590959104275,5.93036317706264 45.2604669637207,5.92848374994973 45.2615821714308,5.92524263650399 45.2635439398637,5.92368051216949 45.2644606354363,5.92229800906088 45.2648373886512,5.92100454619777 45.265063124305,5.92005931661805 45.2651653140663,5.91853690857768 45.2653321266337,5.91776304353876 45.2657587039889))",LIGNELEC0000000024796794
"MULTILINESTRING ((5.77743337139867 45.0573475550687,5.77680340763465 45.0563848382699,5.77566928444919 45.0547905109946))",LIGNELEC0000000269643513
"MULTILINESTRING ((6.08007585665098 45.3905826264862,6.08325545144422 45.3861570644547,6.08510492289851 45.3834189377627,6.0867680057443 45.3815419968928,6.09066397458456 45.378568016228,6.09270483176986 45.3738329459924,6.09368290224448 45.3715566792009,6.09386568997283 45.368176855777,6.0953268895065 45.3647986427996,6.09783492687027 45.3598613072423,6.09833748828422 45.3579829378069))",LIGNELEC0000000024796692
"MULTILINESTRING ((6.00092204270444 45.3767195014442,6.00077731100781 45.3738470660911,6.00062883794512 45.3708575895932,5.99763111418554 45.3633163932404,5.99678133053499 45.361137762472,5.99423748973985 45.3547918306916,5.99255051981485 45.3503963516053,5.99207702609724 45.3453214398183,5.99172217890562 45.3417391731333,5.98971139996349 45.3384877071417,5.98769420731202 45.3352075495994,5.98567930010308 45.3319417204094,5.98255717848046 45.3269131238974,5.98028039449849 45.3233253038771,5.97833380512274 45.3201503640676,5.97554511807231 45.3156245536228,5.9726311627371 45.3108965728467,5.97140474449472 45.3087098049663,5.96979490402463 45.3058682142452,5.96708234278916 45.3009951094488,5.96578978888484 45.2986370442861,5.96259459909432 45.2930053387461,5.9608335463475 45.2915048455477,5.95387933765557 45.2856173857233,5.94995348290058 45.2822753684438,5.94648509597204 45.2792969142404,5.94197319154653 45.2754492778794,5.93903031678075 45.2729577744123,5.93453979093915 45.2691570637766,5.93068813941738 45.2676425319044,5.92677639101956 45.2662429794605,5.92248451654328 45.2646468958565))",LIGNELEC0000000024797006
"MULTILINESTRING ((6.10018959444089 45.4304983571276,6.1001049128093 45.4303339860343))",LIGNELEC0000000269643427
"MULTILINESTRING ((6.09991411074545 45.4303780125782,6.10000277612773 45.4305449770831,6.10017516186647 45.4307672997837))",LIGNELEC0000000269643430
