WKT,ID,NATURE,TOPONYME
"MULTIPOLYGON (((5.76076522544279 45.0844479356153,5.76136494124031 45.0845141586654,5.76155581734933 45.0845679892094,5.76243137590242 45.0845543925074,5.7624102217483 45.0842549019397,5.76159547736296 45.0842895148699,5.76154325058838 45.0837727656058,5.76125335189332 45.0838511254808,5.76106251040959 45.0840297375736,5.76101419155868 45.084081387949,5.76096375826123 45.0841159727359,5.76089088772028 45.0841339955411,5.76081226999922 45.0841386465296,5.76081623205534 45.084167378605,5.76071673207324 45.0841869621062,5.76075739020208 45.0843922711459,5.76076522544279 45.0844479356153)))",EQ_RESEA0000002203822884,Parking,
"MULTIPOLYGON (((5.87293238650037 45.0471366000598,5.87293007645072 45.0470916105464,5.87286661281624 45.0470932481265,5.87286892281495 45.0471382376412,5.87293238650037 45.0471366000598)))",EQ_RESEA0000000229703804,Parking,
"MULTIPOLYGON (((5.77096644329554 45.1923046497346,5.77096420940657 45.1922596565514,5.77090057782502 45.1922612360901,5.77090281166278 45.1923062292746,5.77096644329554 45.1923046497346)))",EQ_RESEA0000000007459275,Station de tramway,Bibliothèques Universitaires
"MULTIPOLYGON (((5.77484171028104 45.1898973863596,5.7750065085453 45.1897779648192,5.77505131191291 45.1897309012959,5.77517016252848 45.1896099188815,5.77526485890908 45.1895156651291,5.77532249667963 45.1894448570618,5.7754463664806 45.1892967203174,5.77550764248045 45.1892222177864,5.7755353199803 45.1891638672351,5.77555284213427 45.1891318974434,5.77555381543807 45.1890489836406,5.77555347702503 45.1890165569949,5.77553163943458 45.1889873678687,5.77526514765714 45.1888552441372,5.77522152295399 45.1888491210029,5.77511336125963 45.188903165691,5.77508599147969 45.1889164597909,5.77491116956758 45.189013606343,5.77470029284682 45.1891287673755,5.7746445487047 45.18916078617,5.77456719569216 45.1892194703047,5.77453275174916 45.1892698800212,5.77443910802022 45.1894109575862,5.77428764135624 45.1895678878144,5.77437255009208 45.1896099251256,5.77454759243198 45.1896965726129,5.77455022704124 45.1896983090724,5.77484171028104 45.1898973863596)))",EQ_RESEA0000000130194076,Parking,
"MULTIPOLYGON (((5.73477873974684 45.1564255088783,5.73476215270013 45.1567628711737,5.73495341394969 45.1567680928406,5.73703439687072 45.1568260712214,5.7387532016286 45.1568469543935,5.73871198192114 45.1555650100048,5.73881241108251 45.1555616434481,5.73879843770193 45.1553286398507,5.73876234246381 45.1550340136747,5.73867120279785 45.1548632683775,5.73852191126926 45.1545452935149,5.73847550629809 45.1543779546722,5.73846873694902 45.1540321552978,5.73843354233644 45.1538077813032,5.73837062852478 45.1537192305419,5.73826999529443 45.1536144875774,5.73810753113055 45.1535211727029,5.73796340918542 45.1534643464248,5.73771891375593 45.1534379129018,5.73766025191785 45.1537997331859,5.73681885211734 45.1537789355136,5.73567345477249 45.1537646861369,5.73569620449526 45.1540731543513,5.73796732566917 45.1541156383569,5.73795697890255 45.1545798824797,5.73794839661281 45.1550801214183,5.73843282897663 45.1550916554106,5.73837065815848 45.1555896061982,5.73807234759803 45.1555825132412,5.73807494461777 45.1557653427775,5.73708809384576 45.1557652343944,5.73705851302421 45.1564867216172,5.73477873974684 45.1564255088783)))",EQ_RESEA0000000256892956,Parking,
"MULTIPOLYGON (((6.07074724456061 45.3881020154889,6.07085344855568 45.3880567504584,6.07119502683386 45.3884294654987,6.0713603526842 45.3883663584462,6.07068739982196 45.3875972192397,6.07037693317776 45.387718372175,6.07074724456061 45.3881020154889)))",EQ_RESEA0000002206057126,Parking,
"MULTIPOLYGON (((5.93341036523213 45.2994595224932,5.93340799589606 45.2994145316595,5.93334424669944 45.2994162037929,5.93334661598411 45.2994611946281,5.93341036523213 45.2994595224932)))",EQ_RESEA0000002206182861,Parking,
"MULTIPOLYGON (((5.88608883178613 45.3080450326616,5.88608650029564 45.3080000407607,5.88602273986752 45.3080016859339,5.88602507130659 45.3080466778361,5.88608883178613 45.3080450326616)))",EQ_RESEA0000002206182916,Parking,
"MULTIPOLYGON (((6.02668904965634 45.4323385966375,6.02664629584345 45.432282079334,6.02656579102646 45.4322373947462,6.02650818802369 45.4322137186517,6.02642453557626 45.4321817346353,6.02558752817548 45.432393564891,6.02568812469573 45.4325016873607,6.02587947864761 45.4324902143099,6.02597881803687 45.4324812248755,6.02597444914211 45.432448001373,6.02600532062478 45.4324273433626,6.02612648745892 45.4323961376791,6.02620261134291 45.4324778867744,6.02635262489347 45.4324828480017,6.02641937382197 45.4324864526116,6.02644101293084 45.4324137787677,6.02646662529593 45.4323905592548,6.02668904965634 45.4323385966375)))",EQ_RESEA0000002206208667,Parking,
"MULTIPOLYGON (((5.70850005052973 45.1366720712373,5.70849786915328 45.1366270773958,5.70843429916612 45.1366286213206,5.70843648049146 45.1366736151633,5.70850005052973 45.1366720712373)))",EQ_RESEA0000002206404735,Station de tramway,Edmée Chandon
"MULTIPOLYGON (((5.70261300242379 45.1381212507475,5.70261082573036 45.1380762567754,5.70254725393235 45.1380777973462,5.70254943057465 45.1381227913195,5.70261300242379 45.1381212507475)))",EQ_RESEA0000002206404734,Station de tramway,l'Étoile
"MULTIPOLYGON (((6.07669862093992 45.3924623976206,6.07669613177204 45.3924174091559,6.07663228042011 45.3924191629573,6.07663476953644 45.3924641514235,6.07669862093992 45.3924623976206)))",EQ_RESEA0000000220880855,Parking,Parc des Froges
"MULTIPOLYGON (((5.63660580496421 45.29578563466,5.63660367540554 45.2957406378904,5.63653992195663 45.2957421408997,5.63654205146389 45.2957871376705,5.63660580496421 45.29578563466)))",EQ_RESEA0000000239037279,Parking,Petits Jardins
"MULTIPOLYGON (((5.7422405462929 45.0856802252828,5.74229767178626 45.0857040455591,5.7423654847363 45.0856086788789,5.74241572950045 45.08562185719,5.74247255151663 45.0855357703525,5.74260439993855 45.0853199034261,5.74248717743289 45.0852894541499,5.74235848692088 45.0855178563377,5.74233794275227 45.0855138573045,5.74230047319775 45.085579647107,5.7422405462929 45.0856802252828)))",EQ_RESEA0000000007459471,Gare voyageurs et fret,Gare de Jarrie-Vizille
"MULTIPOLYGON (((5.72609545698227 45.1929932256684,5.72613254033617 45.1929959238743,5.72614223411276 45.1929335212417,5.72605134693638 45.1929249293299,5.726041697014 45.1929882318361,5.72609545698227 45.1929932256684)))",EQ_RESEA0000000007459283,Gare téléphérique,
"MULTIPOLYGON (((5.69982555060186 45.1250621880351,5.69981615382806 45.1251047593066,5.69980598468858 45.1251050055448,5.69978573575168 45.125212706588,5.69979594838934 45.1252133602294,5.69978777923506 45.1252550008428,5.69988876499411 45.1252642676266,5.69989689059439 45.1252217271281,5.69990456094489 45.125222442321,5.69992476617588 45.1251138413783,5.69991582469746 45.1251131569678,5.69992272259401 45.1250715471275,5.69982555060186 45.1250621880351)))",EQ_RESEA0000000007459408,Gare voyageurs et fret,Gare du Pont-de-Claix
"MULTIPOLYGON (((5.65588829621191 45.3180305779522,5.65588615022827 45.3179855813625,5.65582237184438 45.3179870953662,5.65582451777657 45.3180320919572,5.65588829621191 45.3180305779522)))",EQ_RESEA0000002206983185,Parking,
"MULTIPOLYGON (((5.80590981920445 45.322381146545,5.80590755187454 45.3223361528769,5.80584377270204 45.3223377523685,5.8058460399805 45.3223827460379,5.80590981920445 45.322381146545)))",EQ_RESEA0000002206993869,Parking,École
"MULTIPOLYGON (((5.78460779495919 45.1848862091536,5.78484143170239 45.1849470521772,5.78487751066318 45.184878578699,5.78478459192239 45.1848547687932,5.78464387416717 45.1848177357518,5.78464155371968 45.1848222985291,5.78460779495919 45.1848862091536)))",EQ_RESEA0000000007459274,Gare voyageurs et fret,Gare de Grenoble Universités Gières
