WKT,ID,HAUTEUR
"MULTIPOINT ((5.62623221670961 45.0502015440958))",PYLONE__0000000024799189,33.3
"MULTIPOINT ((5.65056699349483 45.1831586336997))",PYLONE__0000000024799190,51.1
"MULTIPOINT ((5.70786398681728 44.9662998708824))",PYLONE__0000000024799194,28.6
"MULTIPOINT ((5.66271244097495 44.9592509025537))",PYLONE__0000000024799196,33.3
"MULTIPOINT ((5.69998112914015 45.1034190262386))",PYLONE__0000000024799200,61.2
"MULTIPOINT ((5.77255322763186 45.0362078465694))",PYLONE__0000000024799209,0
"MULTIPOINT ((6.02991835693155 45.4325775611211))",PYLONE__0000000024799211,0
"MULTIPOINT ((5.61802501231838 45.2405853587257))",PYLONE__0000000024799219,0
"MULTIPOINT ((5.79800561269686 44.9476601867207))",PYLONE__0000000024799240,0
"MULTIPOINT ((5.77586963336508 45.0340305127835))",PYLONE__0000000024799241,0
"MULTIPOINT ((5.66067083123817 45.2290027100717))",PYLONE__0000000024799217,32
"MULTIPOINT ((5.5911832384665 45.2563968982159))",PYLONE__0000000024799220,25.4
"MULTIPOINT ((6.01800480837383 45.0872534065824))",PYLONE__0000000024799228,22.2
"MULTIPOINT ((5.60115137696766 45.1522815164374))",PYLONE__0000000024799239,21
"MULTIPOINT ((6.03558438235889 45.2790756083699))",PYLONE__0000000024799242,29.8
"MULTIPOINT ((6.11701309568466 45.0279253031309))",PYLONE__0000000024799249,0
"MULTIPOINT ((5.80084903250421 44.8940216378133))",PYLONE__0000000024799259,0
"MULTIPOINT ((6.05455649063205 45.3742880282262))",PYLONE__0000000024799277,0
"MULTIPOINT ((5.77527663959472 45.1894450962593))",PYLONE__0000000024799292,0
"MULTIPOINT ((5.69197104091457 45.1543872992718))",PYLONE__0000000024799252,47.2
"MULTIPOINT ((5.91612625282253 45.2633983314076))",PYLONE__0000000024799254,23
"MULTIPOINT ((5.87807182031363 45.2141624975591))",PYLONE__0000000024799255,28.2
"MULTIPOINT ((5.89915474888333 45.2346850336798))",PYLONE__0000000024799256,41.4
"MULTIPOINT ((5.78611975099336 44.8501678514829))",PYLONE__0000000024799258,32.7
"MULTIPOINT ((5.74832204469524 44.9027502555428))",PYLONE__0000000024799260,29.7
"MULTIPOINT ((5.81518638469001 45.0671498332087))",PYLONE__0000000024799263,33
"MULTIPOINT ((6.03225498821278 45.4116489141042))",PYLONE__0000000024799272,60
"MULTIPOINT ((5.6515434612035 45.2512935564397))",PYLONE__0000000024799280,23
"MULTIPOINT ((5.80801948695023 45.0852031461752))",PYLONE__0000000024799289,71.5
"MULTIPOINT ((6.00810611616103 45.2783883545406))",PYLONE__0000000024799304,0
"MULTIPOINT ((5.75685156074206 45.0521425299978))",PYLONE__0000000024799314,0
"MULTIPOINT ((6.03815758821197 45.1739519526309))",PYLONE__0000000024799296,18
"MULTIPOINT ((6.01920685360605 45.096275541128))",PYLONE__0000000024799297,16.2
"MULTIPOINT ((5.82173208100047 44.8483687941243))",PYLONE__0000000024799303,34.6
"MULTIPOINT ((5.93453979093915 45.2691570637766))",PYLONE__0000000024799305,40
"MULTIPOINT ((5.78674880317382 45.0582518289957))",PYLONE__0000000024799307,23.1
"MULTIPOINT ((5.80075025874976 45.2077700718885))",PYLONE__0000000024799312,23.8
"MULTIPOINT ((5.99423748973985 45.3547918306916))",PYLONE__0000000024799315,49.5
"MULTIPOINT ((5.79339531909006 45.2066109496441))",PYLONE__0000000024799318,29.8
"MULTIPOINT ((5.63586285608831 45.1786419002766))",PYLONE__0000000024799323,23
"MULTIPOINT ((5.68495077102888 44.921043954647))",PYLONE__0000000024799329,42.6
"MULTIPOINT ((5.93036317706264 45.2604669637207))",PYLONE__0000000024799332,21.3
"MULTIPOINT ((5.88349726036347 44.8262845845606))",PYLONE__0000000024799333,33
"MULTIPOINT ((6.04183360691225 45.0546141178653))",PYLONE__0000000024799335,16.2
"MULTIPOINT ((5.93265136905287 45.2590959104275))",PYLONE__0000000024799336,21.3
"MULTIPOINT ((5.91869346584545 45.2668598191808))",PYLONE__0000000024799337,22.9
"MULTIPOINT ((5.89678379992703 45.2374784740026))",PYLONE__0000000024799338,33.3
"MULTIPOINT ((5.86101618679409 45.2477807308109))",PYLONE__0000000024799339,34.7
"MULTIPOINT ((5.93834786833204 45.108651930305))",PYLONE__0000000024799384,0
"MULTIPOINT ((6.02439991054114 45.0787830688692))",PYLONE__0000000024799378,22.2
"MULTIPOINT ((6.03651380523922 45.1964985368754))",PYLONE__0000000024799379,18
"MULTIPOINT ((5.68659738575682 45.1181698121673))",PYLONE__0000000024799385,26.8
"MULTIPOINT ((6.06316839589965 45.2963175080247))",PYLONE__0000000024799387,21
"MULTIPOINT ((5.76063131957918 45.0327418370649))",PYLONE__0000000024799400,34.6
"MULTIPOINT ((6.03125785539957 45.2168139727054))",PYLONE__0000000024799405,18.3
"MULTIPOINT ((5.95594183635002 45.1107789733676))",PYLONE__0000000024799410,59.1
"MULTIPOINT ((5.59292298374002 45.2780605623795))",PYLONE__0000000024799453,0
"MULTIPOINT ((5.62973029350469 45.2811487486926))",PYLONE__0000000024799415,26
"MULTIPOINT ((5.77091638214185 45.0910458601081))",PYLONE__0000000024799423,53.5
"MULTIPOINT ((6.00648613713135 45.1233276170661))",PYLONE__0000000024799426,59.1
"MULTIPOINT ((5.76221864873124 45.1299351729498))",PYLONE__0000000024799430,34.9
"MULTIPOINT ((5.67504424844828 44.9642457352824))",PYLONE__0000000024799431,26.4
"MULTIPOINT ((5.66118771728272 44.9553586941361))",PYLONE__0000000024799435,33.3
"MULTIPOINT ((5.56989672477531 45.2729732316448))",PYLONE__0000000024799438,39.3
"MULTIPOINT ((5.86193118880889 45.0787461578031))",PYLONE__0000000024799439,35.4
"MULTIPOINT ((5.64980587717608 45.1969941898058))",PYLONE__0000000024799443,30.5
"MULTIPOINT ((6.06706960068851 45.0558095755638))",PYLONE__0000000024799446,23.1
"MULTIPOINT ((5.68460750970954 45.1159501247993))",PYLONE__0000000024799447,28.6
"MULTIPOINT ((5.71962224720256 45.1068551416201))",PYLONE__0000000024799450,26
"MULTIPOINT ((5.77067940183356 44.9269075112461))",PYLONE__0000000024799464,0
"MULTIPOINT ((6.03618374918446 45.2031043621151))",PYLONE__0000000024799476,0
"MULTIPOINT ((5.62383520384118 45.2376643038697))",PYLONE__0000000024799489,0
"MULTIPOINT ((5.78761994036947 45.2056326659569))",PYLONE__0000000024799455,28.7
"MULTIPOINT ((5.76147240386473 45.1045359668301))",PYLONE__0000000024799462,34.9
"MULTIPOINT ((5.71061030233034 45.0536354189494))",PYLONE__0000000024799470,33
"MULTIPOINT ((6.0672900636752 45.3274157122928))",PYLONE__0000000024799471,27
"MULTIPOINT ((5.77896284778784 45.1958962713877))",PYLONE__0000000024799472,26.2
"MULTIPOINT ((5.80033336757714 44.9726933881619))",PYLONE__0000000024799510,0
"MULTIPOINT ((5.77328176629446 45.0354734525214))",PYLONE__0000000024799511,0
"MULTIPOINT ((5.75955481822538 45.030132401172))",PYLONE__0000000024799498,28.6
"MULTIPOINT ((5.8249006056999 45.2037099557814))",PYLONE__0000000024799500,31.8
"MULTIPOINT ((5.76110799816175 45.0973905560364))",PYLONE__0000000024799508,25.3
"MULTIPOINT ((5.75088862838677 45.1262681993459))",PYLONE__0000000024799509,41.2
"MULTIPOINT ((6.03739843132307 45.2792930599246))",PYLONE__0000000024799512,23.8
"MULTIPOINT ((5.66585705217942 45.2225923128767))",PYLONE__0000000024799516,29.8
"MULTIPOINT ((5.60887356117867 45.2536042028084))",PYLONE__0000000024799518,25.3
"MULTIPOINT ((6.01893745363325 45.3912153313024))",PYLONE__0000000024799525,52.4
"MULTIPOINT ((5.68293411776891 45.1241897092853))",PYLONE__0000000024799530,28.6
"MULTIPOINT ((6.03586432852065 45.192455015231))",PYLONE__0000000024799533,18
"MULTIPOINT ((5.63487576148749 45.0709872057146))",PYLONE__0000000024799536,26.2
"MULTIPOINT ((5.75411557176819 45.1542199554695))",PYLONE__0000000024799538,0
"MULTIPOINT ((6.00161686578939 45.3849279408335))",PYLONE__0000000024799555,0
"MULTIPOINT ((6.0347119613614 45.2086653344086))",PYLONE__0000000024799563,0
"MULTIPOINT ((5.78241322691085 44.8686778744379))",PYLONE__0000000024799575,0
"MULTIPOINT ((5.71358694904511 45.1129375826649))",PYLONE__0000000024799544,23.8
"MULTIPOINT ((5.62008558615747 45.226115097529))",PYLONE__0000000024799548,38.2
"MULTIPOINT ((5.66346820421606 45.2156544396747))",PYLONE__0000000024799560,26
"MULTIPOINT ((5.65387810559709 45.1697913294038))",PYLONE__0000000024799569,51.1
"MULTIPOINT ((5.94778457091402 45.2857665282318))",PYLONE__0000000024799572,23
"MULTIPOINT ((5.79697469772012 45.0624858214692))",PYLONE__0000000024799578,27.5
"MULTIPOINT ((5.69364180117882 44.901011615747))",PYLONE__0000000024799579,32.7
"MULTIPOINT ((5.70032175593443 45.1565297101841))",PYLONE__0000000024799582,29.1
"MULTIPOINT ((6.09645314511829 45.4068770817106))",PYLONE__0000000024799586,21
"MULTIPOINT ((6.06827128462742 45.3823521618502))",PYLONE__0000000024799595,0
"MULTIPOINT ((5.7878239404341 45.206093380314))",PYLONE__0000000024799610,0
"MULTIPOINT ((5.79339099812634 45.0242998499792))",PYLONE__0000000024799629,0
"MULTIPOINT ((6.06250670835292 45.3788675822979))",PYLONE__0000000024799634,0
"MULTIPOINT ((5.65963743815663 45.2417161222643))",PYLONE__0000000024799597,23
"MULTIPOINT ((5.61394195121495 45.2362637458727))",PYLONE__0000000024799599,44.2
"MULTIPOINT ((5.93903031678075 45.2729577744123))",PYLONE__0000000024799623,49.5
"MULTIPOINT ((5.70657374214194 45.1023762148064))",PYLONE__0000000024799625,29.1
"MULTIPOINT ((6.0447299269457 45.3722370657767))",PYLONE__0000000024799635,0
"MULTIPOINT ((5.63660260931703 45.2310401072844))",PYLONE__0000000024799638,0
"MULTIPOINT ((5.96969322585088 45.2744576894857))",PYLONE__0000000024799666,0
"MULTIPOINT ((5.97554511807231 45.3156245536228))",PYLONE__0000000024799648,49.5
"MULTIPOINT ((5.82244972027793 45.2053973377308))",PYLONE__0000000024799649,31.8
"MULTIPOINT ((5.65617676563118 45.1255051434476))",PYLONE__0000000024799659,25.4
"MULTIPOINT ((5.95352956179936 45.2559519131304))",PYLONE__0000000024799662,21.5
"MULTIPOINT ((5.67569734255241 45.1031776104428))",PYLONE__0000000024799664,55.5
"MULTIPOINT ((5.88814937994837 45.235915296241))",PYLONE__0000000024799669,34.6
"MULTIPOINT ((6.01224632234222 44.9480534753554))",PYLONE__0000000024799670,27
"MULTIPOINT ((5.80959013263252 44.854149917033))",PYLONE__0000000024799672,28.6
"MULTIPOINT ((5.76338161489015 44.8570552890632))",PYLONE__0000000024799673,27.1
"MULTIPOINT ((6.09833748828422 45.3579829378069))",PYLONE__0000000024799689,0
"MULTIPOINT ((6.06951605595654 45.0687238833026))",PYLONE__0000000024799685,28.2
"MULTIPOINT ((5.6601740350161 45.2362833027443))",PYLONE__0000000024799692,28.7
"MULTIPOINT ((6.06991446437051 45.3327063228313))",PYLONE__0000000024799704,27
"MULTIPOINT ((5.68471981640775 45.2091678114464))",PYLONE__0000000024799709,47.2
"MULTIPOINT ((5.65962667657538 45.1307157838515))",PYLONE__0000000024799715,51.1
"MULTIPOINT ((5.70457855727727 45.1384925353326))",PYLONE__0000000024799717,29.8
"MULTIPOINT ((5.70169139106666 45.1005342590175))",PYLONE__0000000024799720,40
"MULTIPOINT ((5.8155865146143 44.8624943992448))",PYLONE__0000000024799735,0
"MULTIPOINT ((6.02948056146472 45.4352053501497))",PYLONE__0000000024799748,0
"MULTIPOINT ((5.76403759887884 45.1372707441795))",PYLONE__0000000024799721,41.2
"MULTIPOINT ((6.02138637472685 45.0812174969162))",PYLONE__0000000024799726,22.2
"MULTIPOINT ((5.7551883616291 44.9569677386657))",PYLONE__0000000024799727,28.6
"MULTIPOINT ((5.89246940079951 45.2376497345758))",PYLONE__0000000024799729,26
"MULTIPOINT ((5.8985885268342 45.2420206286216))",PYLONE__0000000024799731,26
"MULTIPOINT ((5.75489271826707 44.8934965216786))",PYLONE__0000000024799732,28.6
"MULTIPOINT ((5.77678728759135 44.8530098763389))",PYLONE__0000000024799733,32.7
"MULTIPOINT ((5.70363268489659 44.8843648284281))",PYLONE__0000000024799734,26.7
"MULTIPOINT ((5.77334902404136 45.186089131468))",PYLONE__0000000024799767,0
"MULTIPOINT ((5.89107249558815 45.2252435779922))",PYLONE__0000000024799794,0
"MULTIPOINT ((5.88764803114259 45.2350254261756))",PYLONE__0000000024799795,0
"MULTIPOINT ((5.76351520826411 45.0397092845808))",PYLONE__0000000024799765,28.6
"MULTIPOINT ((5.68694169941918 45.2052583343985))",PYLONE__0000000024799771,28.7
"MULTIPOINT ((6.02583290091636 45.1370878939614))",PYLONE__0000000024799772,61.5
"MULTIPOINT ((5.90024402612921 45.0832522891835))",PYLONE__0000000024799773,40.5
"MULTIPOINT ((5.78011897835109 44.9129787530967))",PYLONE__0000000024799777,22.9
"MULTIPOINT ((5.90620675417955 45.2479704988997))",PYLONE__0000000024799781,20
"MULTIPOINT ((5.92700061627831 45.1085044968418))",PYLONE__0000000024799783,22
"MULTIPOINT ((6.19334650339404 45.0387769060988))",PYLONE__0000000024799787,22.9
"MULTIPOINT ((6.03463935048197 45.0606294286679))",PYLONE__0000000024799790,20.8
"MULTIPOINT ((6.09439820899799 45.3958614746663))",PYLONE__0000000024799806,27
"MULTIPOINT ((6.06993288018022 45.0709200220056))",PYLONE__0000000024799809,18.1
"MULTIPOINT ((5.65418902836661 45.249422568227))",PYLONE__0000000024799817,28.8
"MULTIPOINT ((5.75511201948223 45.0026731899058))",PYLONE__0000000024799829,22.6
"MULTIPOINT ((5.63293226119889 45.216085734881))",PYLONE__0000000024799836,71.5
"MULTIPOINT ((5.91786395504221 45.0964704489424))",PYLONE__0000000024799837,69.1
"MULTIPOINT ((5.63670547970489 45.0148690806838))",PYLONE__0000000024799838,26.7
"MULTIPOINT ((5.75320952890018 44.9852090920976))",PYLONE__0000000024799839,22.6
"MULTIPOINT ((5.7623292101541 45.1336903242828))",PYLONE__0000000024799840,24.8
"MULTIPOINT ((6.03917896537433 45.1263274662077))",PYLONE__0000000024799846,20.1
"MULTIPOINT ((6.12368620172862 45.0484524375384))",PYLONE__0000000024799855,0
"MULTIPOINT ((5.60132723025948 45.2572585643663))",PYLONE__0000000024799847,51.1
"MULTIPOINT ((5.93441812736599 45.1092221911381))",PYLONE__0000000024799850,20.6
"MULTIPOINT ((5.95259194058238 45.1085719373941))",PYLONE__0000000024799851,62.4
"MULTIPOINT ((5.61122899585638 45.1560451822287))",PYLONE__0000000024799852,20.8
"MULTIPOINT ((6.17725438999964 45.0418344132733))",PYLONE__0000000024799856,18.1
"MULTIPOINT ((6.01793408808007 45.0859668159167))",PYLONE__0000000024799857,22.2
"MULTIPOINT ((5.89297563310267 45.2367635265748))",PYLONE__0000000024799862,27.3
"MULTIPOINT ((5.86496651902062 45.2496680650756))",PYLONE__0000000024799863,34.8
"MULTIPOINT ((5.80454121907945 44.8565497188222))",PYLONE__0000000024799865,34.6
"MULTIPOINT ((5.95995726822791 45.2726578808972))",PYLONE__0000000024799911,0
"MULTIPOINT ((6.05121551183146 45.1450736340251))",PYLONE__0000000024799927,0
"MULTIPOINT ((5.92163342454483 45.1058945131292))",PYLONE__0000000024799931,0
"MULTIPOINT ((5.69794509283074 45.0758361555641))",PYLONE__0000000024799900,23
"MULTIPOINT ((6.20223398760638 45.0372600044719))",PYLONE__0000000024799908,30.1
"MULTIPOINT ((5.65870616672653 44.9657655235092))",PYLONE__0000000024799909,45.1
"MULTIPOINT ((6.0221890511333 45.1096222780896))",PYLONE__0000000024799916,22.2
"MULTIPOINT ((6.03236271947693 45.1326106058414))",PYLONE__0000000024799917,32.8
"MULTIPOINT ((6.00300875670498 45.1212876432334))",PYLONE__0000000024799919,62.4
"MULTIPOINT ((6.02263564397494 45.1111978366805))",PYLONE__0000000024799920,22.2
"MULTIPOINT ((5.83502188695875 45.234548855424))",PYLONE__0000000024799921,28.8
"MULTIPOINT ((6.02035851957094 45.100237815515))",PYLONE__0000000024799922,16.2
"MULTIPOINT ((6.01997357360988 45.0989056730443))",PYLONE__0000000024799923,16.2
"MULTIPOINT ((5.97277612114923 45.2750722733104))",PYLONE__0000000024799940,0
"MULTIPOINT ((6.01414378826548 44.949103075067))",PYLONE__0000000024799944,0
"MULTIPOINT ((6.09844848777349 45.4197471053457))",PYLONE__0000000024799955,0
"MULTIPOINT ((5.76937278243939 45.0394429995093))",PYLONE__0000000024799957,0
"MULTIPOINT ((6.02301118244873 45.4293587208905))",PYLONE__0000000024799960,0
"MULTIPOINT ((6.07349452743047 45.076169673415))",PYLONE__0000000024799964,0
"MULTIPOINT ((6.03921935725234 45.3711549425915))",PYLONE__0000000024799965,0
"MULTIPOINT ((5.93257119725048 45.103534900456))",PYLONE__0000000024799932,69.1
"MULTIPOINT ((6.12722011361265 45.0492281899258))",PYLONE__0000000024799936,23
"MULTIPOINT ((5.69929183609368 45.1638053825844))",PYLONE__0000000024799937,32.8
"MULTIPOINT ((6.01978670350757 45.0825178409312))",PYLONE__0000000024799938,22.2
"MULTIPOINT ((6.04053183669629 45.0556192090149))",PYLONE__0000000024799939,16.2
"MULTIPOINT ((5.93116248377728 45.270863072825))",PYLONE__0000000024799941,26
"MULTIPOINT ((5.89018784155331 45.2356805667569))",PYLONE__0000000024799943,26
"MULTIPOINT ((5.79823717076311 44.8465340989789))",PYLONE__0000000024799946,38.7
"MULTIPOINT ((5.62933073767516 45.2228347122661))",PYLONE__0000000024799968,63.8
"MULTIPOINT ((5.79611311690401 44.9274235276748))",PYLONE__0000000024799989,0
"MULTIPOINT ((5.75100183091383 45.0678211413962))",PYLONE__0000000024799994,0
"MULTIPOINT ((6.08426468885801 45.0330718036801))",PYLONE__0000000024800011,0
"MULTIPOINT ((6.04946790165897 45.3728650756341))",PYLONE__0000000024800019,0
"MULTIPOINT ((5.65569034593197 45.1063804702913))",PYLONE__0000000024799980,48.2
"MULTIPOINT ((5.64985304085569 45.0504968864005))",PYLONE__0000000024799982,32.7
"MULTIPOINT ((5.63828243887133 45.2148810627634))",PYLONE__0000000024799984,34.6
"MULTIPOINT ((5.58789590444778 45.1475493156296))",PYLONE__0000000024799988,20
"MULTIPOINT ((6.06298219076187 45.3187505141744))",PYLONE__0000000024800000,27
"MULTIPOINT ((5.72549071034391 45.0942464581011))",PYLONE__0000000024800007,35.2
"MULTIPOINT ((5.91356375254836 45.2609972017588))",PYLONE__0000000024800014,23.8
"MULTIPOINT ((6.07677679220526 45.0314435724685))",PYLONE__0000000024800016,25.7
"MULTIPOINT ((5.90905014350396 44.8232135787821))",PYLONE__0000000024800056,0
"MULTIPOINT ((5.67581357181865 45.2186333372013))",PYLONE__0000000024800021,25.8
"MULTIPOINT ((5.61170306464423 45.2399170836606))",PYLONE__0000000024800022,32.2
"MULTIPOINT ((6.07437040426237 45.0411190410123))",PYLONE__0000000024800028,18.1
"MULTIPOINT ((6.03396594739802 45.0620903659248))",PYLONE__0000000024800032,22.2
"MULTIPOINT ((5.65881850845335 45.0914003578113))",PYLONE__0000000024800034,30.9
"MULTIPOINT ((5.97787007906062 45.1184920667019))",PYLONE__0000000024800042,19.5
"MULTIPOINT ((6.08637977177702 45.0341413144289))",PYLONE__0000000024800043,28.2
"MULTIPOINT ((5.66325655446118 44.9466706651799))",PYLONE__0000000024800044,31.2
"MULTIPOINT ((5.92005931661805 45.2651653140663))",PYLONE__0000000024800046,22.8
"MULTIPOINT ((6.0822231207072 45.3514016442283))",PYLONE__0000000024800061,27
"MULTIPOINT ((6.08008291311496 45.0296833516623))",PYLONE__0000000024800073,0
"MULTIPOINT ((5.72206373546476 45.0750899569561))",PYLONE__0000000024800077,0
"MULTIPOINT ((5.80082959782648 44.9780243355368))",PYLONE__0000000024800087,0
"MULTIPOINT ((5.92223666823552 45.2697515130088))",PYLONE__0000000024800091,0
"MULTIPOINT ((5.79915570942876 44.9010581274123))",PYLONE__0000000024800095,0
"MULTIPOINT ((6.02513566792043 45.44080870593))",PYLONE__0000000024800102,0
"MULTIPOINT ((5.65558048493273 45.2474398785268))",PYLONE__0000000024800065,20
"MULTIPOINT ((6.03119166128167 45.2161354491611))",PYLONE__0000000024800067,18.3
"MULTIPOINT ((5.61619853211853 45.2415560919602))",PYLONE__0000000024800068,53.5
"MULTIPOINT ((5.6602794047313 45.1352561504518))",PYLONE__0000000024800072,53.5
"MULTIPOINT ((5.74260615890713 44.9107572548394))",PYLONE__0000000024800094,28.6
"MULTIPOINT ((5.7004611617129 44.8896355368449))",PYLONE__0000000024800096,32.7
"MULTIPOINT ((5.68634240386833 44.9132222568992))",PYLONE__0000000024800097,32.7
"MULTIPOINT ((6.02772437195815 45.43745784058))",PYLONE__0000000024800110,0
"MULTIPOINT ((6.09066397458456 45.378568016228))",PYLONE__0000000024800113,0
"MULTIPOINT ((5.62558204142272 45.2399908957739))",PYLONE__0000000024800118,0
"MULTIPOINT ((5.98004536870164 45.2765267849618))",PYLONE__0000000024800141,0
"MULTIPOINT ((6.10199157313384 45.0354725286087))",PYLONE__0000000024800145,0
"MULTIPOINT ((6.11616353971702 45.0289844385594))",PYLONE__0000000024800146,0
"MULTIPOINT ((6.07414182959573 45.2797016168414))",PYLONE__0000000024800148,0
"MULTIPOINT ((5.78043707660624 45.0655577177097))",PYLONE__0000000024800106,16.9
"MULTIPOINT ((5.65951347615393 45.1496215488331))",PYLONE__0000000024800115,51.3
"MULTIPOINT ((5.66709653545413 45.2206797618819))",PYLONE__0000000024800116,32.8
"MULTIPOINT ((6.00092204270444 45.3767195014442))",PYLONE__0000000024800124,46
"MULTIPOINT ((5.74434740851663 45.1959804709152))",PYLONE__0000000024800129,31.7
"MULTIPOINT ((5.77030388065921 44.9311655688685))",PYLONE__0000000024800139,28.9
"MULTIPOINT ((5.70309168301478 44.9873294072532))",PYLONE__0000000024800143,34.6
"MULTIPOINT ((6.03920296996542 45.0565943876219))",PYLONE__0000000024800147,16.2
"MULTIPOINT ((5.8056269706445 44.8776926971394))",PYLONE__0000000024800153,0
"MULTIPOINT ((5.76604628725087 44.8804183991259))",PYLONE__0000000024800154,0
"MULTIPOINT ((6.08325545144422 45.3861570644547))",PYLONE__0000000024800172,0
"MULTIPOINT ((5.85333218714821 45.2437874932743))",PYLONE__0000000024800150,22.9
"MULTIPOINT ((5.88901618300545 45.2228369828535))",PYLONE__0000000024800151,26.4
"MULTIPOINT ((5.903437313167 45.2445861190449))",PYLONE__0000000024800152,20.8
"MULTIPOINT ((5.70606403247611 44.8802318514184))",PYLONE__0000000024800155,26.7
"MULTIPOINT ((5.69843302433262 44.8930514012045))",PYLONE__0000000024800156,32.7
"MULTIPOINT ((5.90821348582432 44.8446346525978))",PYLONE__0000000024800159,27
"MULTIPOINT ((5.81966768670286 45.0675220950227))",PYLONE__0000000024800162,27.5
"MULTIPOINT ((6.07830139861377 45.3461208047552))",PYLONE__0000000024800170,27
"MULTIPOINT ((5.60443180569692 45.2598205516606))",PYLONE__0000000024800176,25.3
"MULTIPOINT ((5.64074374623439 45.2266484612099))",PYLONE__0000000024800177,35.2
"MULTIPOINT ((5.6863555412813 45.1211595006312))",PYLONE__0000000024800179,39.7
"MULTIPOINT ((5.69825389586554 45.0729862784728))",PYLONE__0000000024800190,26
"MULTIPOINT ((5.91726510244055 45.2662402463872))",PYLONE__0000000024800200,0
"MULTIPOINT ((6.0762103403249 45.0367196574751))",PYLONE__0000000024800211,0
"MULTIPOINT ((5.80167107610605 45.0159931121954))",PYLONE__0000000024800225,0
"MULTIPOINT ((6.02313116668825 45.1130658137599))",PYLONE__0000000024800193,22.2
"MULTIPOINT ((5.78406690101806 44.9137663701668))",PYLONE__0000000024800202,18.1
"MULTIPOINT ((5.64975653189124 45.226200777797))",PYLONE__0000000024800206,41.2
"MULTIPOINT ((5.81669027806401 45.2101973194932))",PYLONE__0000000024800210,28.8
"MULTIPOINT ((6.00048133928501 45.3784334901659))",PYLONE__0000000024800212,22.8
"MULTIPOINT ((5.70035040550854 45.1825878101224))",PYLONE__0000000024800221,40
"MULTIPOINT ((5.66048111532783 44.9490262503045))",PYLONE__0000000024800227,33.3
"MULTIPOINT ((5.89090452905216 44.8149715882477))",PYLONE__0000000024800228,39.2
"MULTIPOINT ((5.97991406982833 45.1190195202558))",PYLONE__0000000024800236,0
"MULTIPOINT ((6.02800866253116 45.2784061008851))",PYLONE__0000000024800247,0
"MULTIPOINT ((6.0167095422282 45.278620577255))",PYLONE__0000000024800266,0
"MULTIPOINT ((5.90914104403278 44.8165848073362))",PYLONE__0000000024800231,41.2
"MULTIPOINT ((6.03014540924544 45.0705390497588))",PYLONE__0000000024800234,22.2
"MULTIPOINT ((6.03637747975133 45.2020033723636))",PYLONE__0000000024800235,18
"MULTIPOINT ((5.67341616506299 45.1358627384987))",PYLONE__0000000024800241,28.6
"MULTIPOINT ((6.02108132769084 45.1041720662167))",PYLONE__0000000024800243,16.2
"MULTIPOINT ((5.99285534753266 45.2278895510025))",PYLONE__0000000024800249,33.5
"MULTIPOINT ((5.73853736696889 45.0887218767054))",PYLONE__0000000024800250,25.7
"MULTIPOINT ((5.77680340763465 45.0563848382699))",PYLONE__0000000024800253,17.9
"MULTIPOINT ((5.81276826939509 45.2134343451176))",PYLONE__0000000024800254,29.7
"MULTIPOINT ((5.67872813598554 45.2168913211628))",PYLONE__0000000024800255,23.8
"MULTIPOINT ((5.68067710014399 45.2122209241502))",PYLONE__0000000024800258,41.2
"MULTIPOINT ((5.80195248096047 44.9899172561185))",PYLONE__0000000024800286,0
"MULTIPOINT ((5.91691410477939 45.2651411197799))",PYLONE__0000000024800290,0
"MULTIPOINT ((5.75825483989208 45.0270077594122))",PYLONE__0000000024800274,28.6
"MULTIPOINT ((6.06309481729255 45.3039880205279))",PYLONE__0000000024800276,27
"MULTIPOINT ((5.6728041607259 45.1776389689232))",PYLONE__0000000024800278,21
"MULTIPOINT ((5.81845910726138 45.083579080412))",PYLONE__0000000024800279,53.5
"MULTIPOINT ((6.00522408053362 45.1197168749738))",PYLONE__0000000024800283,19.5
"MULTIPOINT ((5.70824297971088 45.1362530725686))",PYLONE__0000000024800287,23.8
"MULTIPOINT ((5.8030781853451 45.0020092545493))",PYLONE__0000000024800315,0
"MULTIPOINT ((6.01060440686327 45.2787292939921))",PYLONE__0000000024800331,0
"MULTIPOINT ((6.027661534918 45.0760030139888))",PYLONE__0000000024800313,22.2
"MULTIPOINT ((5.91089662358564 44.8571351877676))",PYLONE__0000000024800318,27
"MULTIPOINT ((5.95387933765557 45.2856173857233))",PYLONE__0000000024800319,57
"MULTIPOINT ((5.75470430999165 44.998954365447))",PYLONE__0000000024800321,28.6
"MULTIPOINT ((5.99673252057014 45.1197364269224))",PYLONE__0000000024800324,19.6
"MULTIPOINT ((6.07079122109621 45.0458394025066))",PYLONE__0000000024800337,14.4
"MULTIPOINT ((5.80402892300267 45.0119929856788))",PYLONE__0000000024800365,0
"MULTIPOINT ((5.76025816414167 45.1518769958994))",PYLONE__0000000024800366,0
"MULTIPOINT ((5.79932217505427 45.0183244086751))",PYLONE__0000000024800382,0
"MULTIPOINT ((5.92265614951414 45.2700856474401))",PYLONE__0000000024800386,0
"MULTIPOINT ((5.79717144522001 45.2069092436032))",PYLONE__0000000024800356,31.8
"MULTIPOINT ((5.70248186083532 45.1767755901467))",PYLONE__0000000024800361,35.2
"MULTIPOINT ((5.67475068141311 44.9615780797836))",PYLONE__0000000024800367,39.3
"MULTIPOINT ((5.92022176913144 44.8902246724925))",PYLONE__0000000024800368,27
